L1;D set_k_time 1293179372
L3313; D8>D413 TRUE
L3314; D8 day=29
L3315;D122 added 0 months 1943-05-09
L3316; D122<D575 TRUE
L3317; D122 day=9
L3318; D122 month_name=may
L3319; D122>=D372 FALSE
L3320;D189 -= 4 2339-06-18
L3321; D189 == D235 FALSE
L3322; D550 == D19 FALSE
L3323; D550 month=5
L3324; D550 days_this_month=31
L3325; D222>D174 TRUE
L3326;D489 -= -3 2240-03-04
L3327;D489 -- 2240-03-03
L3328;D567 added 7 years 2013-01-08
L3329;D567 added 0 months 2013-01-08
L3330; D567>D482 FALSE
L3331; D567 printed 2013-01-08
L3332; D149 == D464 FALSE
L3333; D183>=D153 TRUE
L3334; D183>D447 TRUE
L3335;D531 -- 2068-05-24
L3336;D531=D511 2332-02-29
L3337;D360 added 0 years 1952-07-19
L3338;D360 -- 1952-07-18
L3339; D360 != D172 TRUE
L3340; D360 year=1952
L3341; D360<=D237 FALSE
L3342; D360 printed 1952-07-18
L3343;D458 += 9 2112-03-09
L3344;D10 added -5 years 1939-02-28
L3345;D10 += -1 1939-02-27
L3346; D10<=D527 TRUE
L3347;D588 added -10 months 2196-12-05
L3348; D588 mod_julian_day=123471
L3349; D588 month_name=december
L3350; D588 week_day=1
L3351; D408 day=29
L3352; D408 month=2
L3353; D408<=D179 TRUE
L3354; D408 week_day_name=saturday
L3355; D9 == D9 TRUE
L3356; D9 year=1940
L3357; D9>D547 FALSE
L3358; D9 week_day_name=thursday
L3359;D275 ++ 2166-11-04
L3360;D275 added 0 months 2166-12-04
L3361; D275>D430 TRUE
L3362; D275 mod_julian_day=112512
L3363; D275>=D433 TRUE
L3364; D275 month_name=december
L3365;D495 -- 2264-02-29
L3366; D495 day=29
L3367;D148 added 0 years 2252-04-07
L3368;D148 ++ 2252-04-08
L3369; D586 printed 2387-02-01
L3370; D586 month=2
L3371; D586 mod_julian_day=192924
L3372; D586-D513 = 119924
L3373;D443 added 0 years 2049-02-28
L3374; D580 days_this_month=31
L3375; D580 mod_julian_day=136474
L3376; D580 month_name=july
L3377; D580 day=13
L3378;D290 ++ 1998-04-07
L3379;D290 added 0 months 1998-05-07
L3380; D380 != D357 TRUE
L3381; D55 month=2
L3382; D211 days_this_month=30
L3383; D211 week_day=3
L3384;D128 ++ 2380-11-03
L3385;D128 added 0 years 2381-11-03
L3386; D128 day=3
L3387; D128 week_day_name=tuesday
L3388; D276 month_name=september
L3389;D331 ++ 2240-03-02
L3390;D331 added 0 months 2240-04-02
L3391; D331 week_day_name=thursday
L3392; D331 printed 2240-04-02
L3393; D49 week_day_name=wednesday
L3394; D49>=D319 FALSE
L3395; D49 year=2108
L3396; D49<D192 FALSE
L3397;D15 -= -5 1964-03-05
L3398; D15 month=3
L3399; D15 week_day_name=thursday
L3400; D15-D202 = -22137
L3401; D15 week_day=4
L3402;D11 added -3 months 1947-11-29
L3403;D11=D275 2166-12-04
L3404; D11-D46 = 28405
L3405; D11 mod_julian_day=112512
L3406; D592 mod_julian_day=145748
L3407; D106<D207 FALSE
L3408;D286 -= 3 2328-04-02
L3409;D286 added 0 years 2329-04-02
L3410; D286 days_this_month=30
L3411; D286>=D277 TRUE
L3412; D286 year=2329
L3413;D251 += 8 2034-05-03
L3414;D251 -- 2034-05-02
L3415;D574=D11 2166-12-04
L3416;D574 -- 2166-12-03
L3417; D574 week_day_name=wednesday
L3418; D574 days_this_month=31
L3419; D594 day=29
L3420;D534=D197 1921-05-12
L3421;D534 ++ 1921-05-13
L3422; D534 day=13
L3423; D534 year=1921
L3424; D534 week_day=5
L3425; D534-D246 = -90667
L3426;D360 added 0 years 1953-07-18
L3427; D360 week_day_name=saturday
L3428; D360 month_name=july
L3429; D360>D485 FALSE
L3430;D248 -= -6 2238-12-02
L3431;D248 += -10 2238-11-22
L3432; D248 days_this_month=30
L3433; D248 week_day=4
L3434; D248<D295 FALSE
L3435;D394 -- 2111-04-19
L3436;D394 added 0 months 2111-05-19
L3437; D394 year=2111
L3438; D394 week_day=2
L3439; D394 week_day_name=tuesday
L3440; D394 != D79 TRUE
L3441;D428 ++ 1988-03-01
L3442; D428 != D445 TRUE
L3443; D428 week_day=2
L3444; D428 days_this_month=31
L3445; D178 mod_julian_day=178131
L3446; D178 == D51 FALSE
L3447; D178 printed 2346-08-02
L3448; D178 month_name=august
L3449; D200 week_day=1
L3450; D200 mod_julian_day=158401
L3451; D200 month=7
L3452;D319 -= -2 2397-03-07
L3453;D319 added 0 months 2397-04-07
L3454; D319-D356 = 117273
L3455; D319<=D590 FALSE
L3456; D319 month=4
L3457;D551=D31 2028-02-29
L3458; D551 printed 2028-02-29
L3459; D551<=D192 TRUE
L3460; D551 year=2028
L3461; D551 != D296 TRUE
L3462; D16 week_day=4
L3463; D16 == D136 FALSE
L3464;D503 -- 2296-02-28
L3465;D503 += -2 2296-02-26
L3466;D377 added 0 months 2327-12-02
L3467;D377 added 0 years 2328-12-02
L3468; D158 day=25
L3469; D158 != D299 TRUE
L3470; D158 week_day_name=wednesday
L3471;D441 added 4 months 2042-01-29
L3472; D441>D71 TRUE
L3473; D441 year=2042
L3474; D441>=D194 FALSE
L3475; D538 == D494 FALSE
L3476; D538 != D385 TRUE
L3477; D538 printed 2323-01-19
L3478; D236 month_name=july
L3479; D236 mod_julian_day=171544
L3480;D215 added 0 years 1904-03-10
L3481;D215 -- 1904-03-09
L3482;D48=D429 1992-02-29
L3483; D48-D385 = -6263
L3484;D266 added -9 years 2274-10-21
L3485;D266 -- 2274-10-20
L3486; D266 days_this_month=31
L3487; D266<=D161 TRUE
L3488; D266 month=10
L3489;D489 += 7 2240-03-10
L3490; D489 year=2240
L3491; D489 month_name=march
L3492; D489 week_day=2
L3493;D472 -- 2168-02-28
L3494; D472>D406 TRUE
L3495; D472 != D490 TRUE
L3496; D472>=D443 TRUE
L3497; D472 month_name=february
L3498; D505>D290 TRUE
L3499; D505-D532 = 4868
L3500; D505 days_this_month=29
L3501; D505 == D385 FALSE
L3502; D180 year=2136
L3503; D180 month=9
L3504; D180 week_day=6
L3505; D180 == D521 FALSE
L3506;D363=D262 2109-08-07
L3507;D184 added -1 years 2239-08-29
L3508;D184 -= 0 2239-08-29
L3509; D184>D166 TRUE
L3510; D184 week_day_name=thursday
L3511; D184 printed 2239-08-29
L3512; D111 week_day=3
L3513; D111>D239 TRUE
L3514; D111<D129 FALSE
L3515; D111 month_name=march
L3516;D203 -- 1953-01-10
L3517;D203 added 9 years 1962-01-10
L3518; D208<=D591 FALSE
L3519; D208>D201 TRUE
L3520;D466 added 0 years 2119-04-27
L3521; D466 != D554 TRUE
L3522; D466 == D540 FALSE
L3523; D466<=D148 TRUE
L3524; D466 month=4
L3525;D466 ++ 2119-04-28
L3526; D466 year=2119
L3527; D466 printed 2119-04-28
L3528;D142 += -10 2302-02-18
L3529;D142 ++ 2302-02-19
L3530; D142 month_name=february
L3531; D142<=D561 TRUE
L3532;D319 += 4 2397-04-11
L3533; D319-D476 = 77838
L3534; D390 mod_julian_day=64752
L3535; D390>D167 FALSE
L3536; D390 printed 2036-02-29
L3537; D390 month=2
L3538;D115 added 0 months 2376-03-29
L3539;D482 added 4 years 2216-02-29
L3540;D349=D550 2385-05-12
L3541; D349 mod_julian_day=192294
L3542; D349 month=5
L3543; D349 week_day=7
L3544; D349 != D3 TRUE
L3545;D138 += 1 2028-02-23
L3546;D138 -- 2028-02-22
L3547;D59 += -4 2144-02-25
L3548; D59 == D258 FALSE
L3549; D59<=D210 FALSE
L3550; D59<D427 FALSE
L3551;D522 += -1 2376-02-28
L3552;D522=D19 1980-02-29
L3553; D522-D278 = 29224
L3554; D522<=D103 TRUE
L3555; D106<=D150 FALSE
L3556; D106 week_day=2
L3557;D217 -- 2053-01-28
L3558; D217 week_day_name=tuesday
L3559; D217<D298 TRUE
L3560; D217 mod_julian_day=70930
L3561; D556 month_name=november
L3562; D556 mod_julian_day=170922
L3563; D415 week_day=5
L3564; D415 days_this_month=29
L3565; D415 printed 1936-02-28
L3566; D415-D8 = -30
L3567; D113 year=2363
L3568; D113 != D123 TRUE
L3569; D113<=D2 FALSE
L3570; D113<D197 FALSE
L3571;D45 added 0 years 2085-02-28
L3572; D45 month=2
L3573;D211 added 0 months 2118-05-27
L3574;D211 += 10 2118-06-06
L3575; D211 week_day=1
L3576; D211>=D268 TRUE
L3577; D211 != D337 TRUE
L3578; D260 month_name=june
L3579; D260>D395 TRUE
L3580;D483 -- 2225-02-27
L3581; D483 mod_julian_day=133781
L3582; D483 day=27
L3583; D483 week_day_name=sunday
L3584; D483 == D176 FALSE
L3585; D377-D95 = 13397
L3586; D377 week_day_name=sunday
L3587; D30 week_day=4
L3588; D30<D399 TRUE
L3589; D30 month_name=february
L3590;D581 added 0 years 1938-05-19
L3591;D581 -- 1938-05-18
L3592; D581-D146 = -120350
L3593;D177 added 0 months 1958-09-11
L3594; D177 month=9
L3595; D177<=D502 TRUE
L3596; D177 year=1958
L3597; D177 mod_julian_day=36457
L3598;D34 added 0 months 2040-03-29
L3599;D34 added 0 years 2041-03-29
L3600; D34>=D277 FALSE
L3601;D371 -- 2168-01-29
L3602;D371 added 0 years 2169-01-29
L3603; D371 month=1
L3604; D371 printed 2169-01-29
L3605;D429 added -7 years 1985-02-28
L3606;D429=D445 2044-09-05
L3607; D429 day=5
L3608; D429 printed 2044-09-05
L3609; D429 year=2044
L3610; D429<D594 FALSE
L3611;D9=D293 1962-02-23
L3612;D9 -= -5 1962-02-28
L3613; D9 year=1962
L3614; D274 days_this_month=28
L3615; D274 week_day_name=tuesday
L3616;D53=D134 1992-02-09
L3617; D53 days_this_month=29
L3618; D53 != D182 TRUE
L3619; D53 year=1992
L3620; D292<=D450 FALSE
L3621;D376 -- 1945-04-27
L3622;D376 added 1 months 1945-05-27
L3623; D376 month=5
L3624;D18 added 0 months 1976-04-22
L3625;D18 added 0 years 1977-04-22
L3626; D18 month_name=april
L3627; D18<D504 TRUE
L3628; D18-D52 = -50716
L3629; D18 day=22
L3630;D568 ++ 2313-01-25
L3631; D568-D242 = 125265
L3632; D568 day=25
L3633; D21<=D191 FALSE
L3634;D479 -- 2244-02-28
L3635;D479 added -4 months 2243-10-28
L3636; D479-D259 = 38538
L3637; D479>=D170 TRUE
L3638;D45 added -5 years 2080-02-28
L3639; D45 year=2080
L3640; D190 days_this_month=31
L3641; D190<=D59 FALSE
L3642; D190<D42 FALSE
L3643; D190 == D145 FALSE
L3644; D500 days_this_month=28
L3645; D500 week_day=6
L3646;D524 added 0 years 2033-01-09
L3647;D524 += 5 2033-01-14
L3648; D524>=D229 TRUE
L3649; D524 day=14
L3650; D524 mod_julian_day=63611
L3651;D249 -- 2395-11-28
L3652;D249 added 10 months 2396-09-28
L3653; D249 printed 2396-09-28
L3654;D238 += 1 2353-04-21
L3655; D238>=D13 TRUE
L3656;D180 added 0 years 2137-09-22
L3657;D180=D591 2236-12-07
L3658;D327 -= 6 2127-09-12
L3659;D327 -- 2127-09-11
L3660; D327 day=11
L3661; D327 mod_julian_day=98183
L3662; D327 printed 2127-09-11
L3663; D208 != D353 TRUE
L3664; D208 mod_julian_day=184933
L3665; D237 days_this_month=30
L3666; D237<=D187 TRUE
L3667; D237 month=6
L3668;D175 added 0 years 2131-10-01
L3669; D175<D380 TRUE
L3670; D175>=D275 FALSE
L3671;D179 added -8 months 2385-06-11
L3672; D179 year=2385
L3673; D179 mod_julian_day=192324
L3674; D179 == D153 FALSE
L3675; D389 month=9
L3676; D389 mod_julian_day=197548
L3677; D389 days_this_month=30
L3678; D389 != D455 TRUE
L3679; D413<D85 TRUE
L3680; D413 week_day=3
L3681; D190>=D483 TRUE
L3682; D190 == D122 FALSE
L3683; D190 month_name=july
L3684; D190 month=7
L3685;D89=D322 2396-10-13
L3686;D89 ++ 2396-10-14
L3687; D89>=D322 TRUE
L3688; D89<D284 FALSE
L3689;D402 added -5 years 1969-02-18
L3690;D402 += -10 1969-02-08
L3691; D402>D326 FALSE
L3692; D402 != D585 TRUE
L3693; D402 mod_julian_day=40260
L3694; D402 month_name=february
L3695; D175<=D31 FALSE
L3696; D175 month=10
L3697;D465 += 7 2132-04-09
L3698;D496 += 0 2268-02-29
L3699; D496 mod_julian_day=149488
L3700; D496 week_day=6
L3701;D152 added 0 years 2372-06-08
L3702;D152 -= 8 2372-05-31
L3703; D585 week_day_name=friday
L3704; D585 mod_julian_day=178131
L3705; D585 month=8
L3706; D585<D440 FALSE
L3707;D55 -= 2 2128-02-27
L3708; D55 mod_julian_day=98352
L3709; D55 printed 2128-02-27
L3710; D55 == D414 FALSE
L3711; D55 days_this_month=29
L3712;D97 added 0 years 2305-02-22
L3713; D97-D149 = -7927
L3714; D97 != D117 TRUE
L3715; D97 == D41 FALSE
L3716; D97>=D424 TRUE
L3717;D518 added 0 months 2360-03-29
L3718;D518 -- 2360-03-28
L3719; D518 != D364 TRUE
L3720; D518 month_name=march
L3721; D518-D591 = 45036
L3722;D358 ++ 2320-04-09
L3723;D358 added -4 months 2319-12-09
L3724; D358 month_name=december
L3725; D348 day=10
L3726; D348 != D453 TRUE
L3727;D370 -- 2074-11-01
L3728;D541 += 3 1996-05-02
L3729;D541 ++ 1996-05-03
L3730; D541 days_this_month=31
L3731; D541-D133 = -142088
L3732;D442 -= -10 2044-03-10
L3733; D442>D510 FALSE
L3734; D442 day=10
L3735; D442 week_day=4
L3736;D583=D29 2030-02-28
L3737;D583 -- 2030-02-27
L3738; D583>=D398 TRUE
L3739; D583 mod_julian_day=62559
L3740; D583 != D491 TRUE
L3741; D583>D478 FALSE
L3742;D99 added 8 years 2320-02-29
L3743; D99>=D237 TRUE
L3744;D177 added -7 months 1958-02-11
L3745;D177 -- 1958-02-10
L3746;D522 added 0 years 1981-02-28
L3747; D522<D178 TRUE
L3748; D522 year=1981
L3749; D522>=D74 FALSE
L3750;D174 added 9 months 1938-02-19
L3751;D174 added -8 years 1930-02-19
L3752; D174 days_this_month=28
L3753; D174<D353 TRUE
L3754; D526 year=2392
L3755; D526 week_day_name=saturday
L3756;D567 added 0 months 2013-02-08
L3757; D567 != D220 TRUE
L3758;D122 ++ 1943-05-10
L3759; D122 days_this_month=31
L3760; D122<=D308 TRUE
L3761; D122 week_day_name=monday
L3762;D206 added -3 years 2094-08-25
L3763; D206 week_day=3
L3764; D206 == D141 FALSE
L3765; D206-D183 = -44421
L3766; D206 month_name=august
L3767; D8 == D229 FALSE
L3768; D32 mod_julian_day=63291
L3769;D178 added -2 years 2344-08-02
L3770;D178 ++ 2344-08-03
L3771; D178 week_day_name=thursday
L3772; D178<=D104 FALSE
L3773;D372 += -10 2084-02-22
L3774;D372 -- 2084-02-21
L3775; D372 month=2
L3776; D372 printed 2084-02-21
L3777; D372>=D453 FALSE
L3778;D55 added -5 years 2123-02-27
L3779; D55 printed 2123-02-27
L3780; D55-D404 = 34570
L3781; D55 month_name=february
L3782; D182-D237 = 144369
L3783;D446 += -9 2060-02-20
L3784;D446 added 0 months 2060-03-20
L3785; D446 month=3
L3786;D91 added 7 years 2284-02-21
L3787; D91 == D41 FALSE
L3788; D504 printed 2304-03-28
L3789; D504 year=2304
L3790; D504 month_name=march
L3791;D0 += -7 1904-02-22
L3792;D0 -= 7 1904-02-15
L3793; D0 week_day=1
L3794; D0 != D456 TRUE
L3795;D241 added 1 months 2293-01-25
L3796;D241 ++ 2293-01-26
L3797; D241<D345 TRUE
L3798; D255 month_name=august
L3799; D255 days_this_month=31
L3800; D255 month=8
L3801; D255>=D512 FALSE
L3802;D465 added 0 years 2133-04-09
L3803;D465=D201 2016-02-29
L3804; D465>=D248 FALSE
L3805; D449 month=9
L3806; D449 day=14
L3807; D449>D592 FALSE
L3808;D263 -= -8 2045-12-02
L3809; D262 day=7
L3810; D591 days_this_month=31
L3811; D591-D349 = -54212
L3812; D591 week_day_name=wednesday
L3813; D471 day=29
L3814; D471>=D480 FALSE
L3815;D140 added 0 years 1941-05-17
L3816;D234=D350 2255-02-25
L3817;D234 += -9 2255-02-16
L3818; D234 month_name=february
L3819;D58 added 3 months 2146-07-09
L3820; D58 week_day=6
L3821; D58 month_name=july
L3822; D58 day=9
L3823; D58<=D503 TRUE
L3824;D474 added 0 years 2177-03-02
L3825; D474>D92 FALSE
L3826; D474 mod_julian_day=116253
L3827; D474 week_day=7
L3828;D442 -- 2044-03-09
L3829;D442 added 1 months 2044-04-09
L3830; D442 month_name=april
L3831; D442<=D406 FALSE
L3832; D442 month=4
L3833; D442>=D543 TRUE
L3834; D183 week_day_name=tuesday
L3835; D183 mod_julian_day=130535
L3836; D301-D240 = 71731
L3837; D301 printed 2332-05-10
L3838; D301 week_day_name=tuesday
L3839; D301 mod_julian_day=172934
L3840;D69 -- 2184-02-28
L3841; D69>D382 FALSE
L3842; D69 == D479 FALSE
L3843; D69 day=28
L3844; D69>=D344 FALSE
L3845;D79 += 7 2228-03-07
L3846;D79 -- 2228-03-06
L3847; D79<D148 TRUE
L3848; D79 mod_julian_day=134884
L3849;D435=D368 2105-11-12
L3850;D435 -= -4 2105-11-16
L3851;D549 added -3 years 1985-10-04
L3852;D549=D499 2280-11-29
L3853; D549 week_day=1
L3854;D151=D16 1968-02-29
L3855;D151 += 3 1968-03-03
L3856; D151-D544 = -92390
L3857; D115>D584 TRUE
L3858; D20 week_day_name=wednesday
L3859;D250 added 0 months 2031-09-30
L3860; D250-D330 = -43874
L3861;D135 added 5 months 2026-02-15
L3862;D212 added 0 months 2297-12-01
L3863; D212 printed 2297-12-01
L3864; D212 != D172 TRUE
L3865; D212-D30 = 99987
L3866; D212 month=12
L3867; D562 printed 2122-04-04
L3868; D562<D303 TRUE
L3869; D562-D104 = -77031
L3870; D343>=D223 TRUE
L3871; D343 printed 2338-11-08
L3872;D440 added 7 years 2044-02-28
L3873;D440 += 9 2044-03-08
L3874; D440 day=8
L3875; D440<D266 TRUE
L3876;D429 -- 2044-09-04
L3877;D429 -= -5 2044-09-09
L3878; D429 == D370 FALSE
L3879; D429 day=9
L3880; D429 printed 2044-09-09
L3881;D402 added 6 months 1969-08-08
L3882;D402 -= -3 1969-08-11
L3883; D402<=D479 TRUE
L3884;D253 added 5 months 2221-05-20
L3885; D253 days_this_month=31
L3886; D253<=D522 FALSE
L3887; D253 month=5
L3888;D233=D162 2111-06-01
L3889; D233 month=6
L3890; D233-D173 = -43962
L3891; D233 week_day=1
L3892; D233 year=2111
L3893;D246 added 0 years 2170-08-07
L3894; D246 != D131 TRUE
L3895; D246 day=7
L3896;D402 added 0 years 1970-08-11
L3897; D402>D284 FALSE
L3898; D402-D497 = -110140
L3899; D402 month_name=august
L3900; D402 week_day=2
L3901; D110 mod_julian_day=181629
L3902; D110 days_this_month=29
L3903; D16 year=1968
L3904;D377 added -7 years 2321-12-02
L3905;D377 added 0 months 2322-01-02
L3906;D219 added 0 years 2389-09-05
L3907; D219>D157 TRUE
L3908;D282 ++ 2146-06-30
L3909; D282 days_this_month=30
L3910; D282<D443 FALSE
L3911;D471 added 0 months 2164-03-29
L3912; D471 week_day_name=thursday
L3913; D471 day=29
L3914; D471 == D458 FALSE
L3915; D471>D433 TRUE
L3916;D70 -= -10 2342-12-11
L3917;D70 added -3 months 2342-09-11
L3918; D70 week_day_name=friday
L3919; D70 month_name=september
L3920; D70 month=9
L3921; D205 month_name=february
L3922; D205 week_day=2
L3923;D588 added -3 years 2193-12-05
L3924;D588 ++ 2193-12-06
L3925;D88 += 4 2264-03-04
L3926; D88 days_this_month=31
L3927;D574 -= -8 2166-12-11
L3928;D574 += -2 2166-12-09
L3929; D574>=D58 TRUE
L3930; D574 == D570 FALSE
L3931; D574 printed 2166-12-09
L3932; D574 day=9
L3933;D76 added 0 months 2216-03-29
L3934;D71=D436 2020-02-29
L3935;D71 added -3 months 2019-11-29
L3936; D71 days_this_month=30
L3937; D71>=D313 FALSE
L3938; D71 week_day=5
L3939; D71 day=29
L3940;D27 -= 10 2012-02-26
L3941; D27 mod_julian_day=55983
L3942; D27>=D329 FALSE
L3943; D27 != D352 TRUE
L3944;D233 added -2 months 2111-04-01
L3945;D233 -= -9 2111-04-10
L3946; D233 != D437 TRUE
L3947; D233 year=2111
L3948;D65 added 8 months 2159-10-27
L3949; D65 year=2159
L3950; D65 printed 2159-10-27
L3951;D203 ++ 1962-01-11
L3952; D203 month_name=january
L3953; D203 == D408 FALSE
L3954; D588 mod_julian_day=122376
L3955;D458 added 5 years 2117-03-09
L3956;D458=D413 1928-02-29
L3957; D458 printed 1928-02-29
L3958; D458<=D355 TRUE
L3959;D217 added 0 months 2053-02-28
L3960;D217 -= 7 2053-02-21
L3961; D217 week_day_name=friday
L3962; D217>=D466 FALSE
L3963; D217 != D589 TRUE
L3964;D445 -- 2044-09-04
L3965;D445 added 4 months 2045-01-04
L3966; D445<=D151 FALSE
L3967; D445 month=1
L3968;D104 added 0 years 2334-02-28
L3969; D104 != D351 TRUE
L3970; D104 month=2
L3971; D104 week_day_name=wednesday
L3972; D104<D147 FALSE
L3973;D431 added 0 months 2000-03-29
L3974;D431 += -4 2000-03-25
L3975; D431 year=2000
L3976; D431>D318 FALSE
L3977; D431 month=3
L3978;D237=D153 2081-01-11
L3979;D237 added 4 years 2085-01-11
L3980; D237<=D558 TRUE
L3981; D237 days_this_month=31
L3982; D237 != D385 TRUE
L3983; D237 printed 2085-01-11
L3984;D268 -- 1992-01-22
L3985;D268 += 5 1992-01-27
L3986; D268>=D195 TRUE
L3987; D268<=D520 TRUE
L3988; D268 week_day_name=monday
L3989;D164 added -5 months 1918-04-21
L3990; D164 mod_julian_day=21704
L3991; D164 == D287 FALSE
L3992;D275 added 0 months 2167-01-04
L3993; D275 month=1
L3994; D249<=D70 FALSE
L3995; D249 mod_julian_day=196451
L3996; D249>=D516 TRUE
L3997; D581 == D20 FALSE
L3998; D581>D598 FALSE
L3999; D581 day=18
L4000;D440 -- 2044-03-07
L4001;D431 added 3 years 2003-03-25
L4002;D431 -- 2003-03-24
L4003;D27 added 0 months 2012-03-26
L4004; D27 day=26
L4005; D307 month=7
L4006;D579 added 7 years 2373-11-04
L4007;D428 added 0 months 1988-04-01
L4008; D428 month_name=april
L4009; D428<=D250 TRUE
L4010; D428 mod_julian_day=47252
L4011; D428<D219 TRUE
L4012;D109 added 0 months 2352-03-01
L4013;D144 added -4 months 2268-11-28
L4014;D144 -- 2268-11-27
L4015; D144 printed 2268-11-27
L4016; D144 day=27
L4017; D144<=D66 FALSE
L4018; D139 day=11
L4019; D139 == D381 FALSE
L4020; D139 != D562 TRUE
L4021; D139 mod_julian_day=113615
L4022; D567 month_name=february
L4023; D567 week_day_name=friday
L4024; D567 days_this_month=28
L4025; D567<=D266 TRUE
L4026; D236 year=2328
L4027; D236 days_this_month=31
L4028; D236<D112 TRUE
L4029; D236 month=7
L4030;D421 ++ 1961-03-01
L4031;D421 -= 5 1961-02-24
L4032; D421>=D284 FALSE
L4033; D421 day=24
L4034; D577 month=6
L4035; D577 printed 2078-06-19
L4036; D577 days_this_month=30
L4037; D577-D510 = -91169
L4038;D130 ++ 1929-06-20
L4039;D130 added 3 months 1929-09-20
L4040; D130>D355 FALSE
L4041; D130 != D285 TRUE
L4042; D130<=D371 TRUE
L4043;D420 -= 7 1955-02-21
L4044; D270<=D236 TRUE
L4045;D480 -= -2 2198-03-30
L4046;D480 ++ 2198-03-31
L4047; D159>D3 TRUE
L4048; D520<=D89 TRUE
L4049; D520 month=2
L4050; D520 days_this_month=29
L4051; D520 week_day_name=thursday
L4052;D114 added 0 years 2373-02-28
L4053; D114 mod_julian_day=187838
L4054; D114-D338 = 43740
L4055; D114 printed 2373-02-28
L4056;D545=D371 2169-01-29
L4057; D545 printed 2169-01-29
L4058; D545 days_this_month=31
L4059; D545 week_day_name=sunday
L4060; D545>D170 TRUE
L4061;D272 += -7 2095-02-19
L4062; D272>D575 FALSE
L4063; D272<D147 FALSE
L4064; D272 mod_julian_day=86292
L4065;D576 added -9 years 2382-03-06
L4066; D576<=D171 FALSE
L4067; D576-D48 = 142450
L4068;D11 ++ 2166-12-05
L4069;D11 added 0 years 2167-12-05
L4070; D11 week_day=6
L4071; D11 week_day_name=saturday
L4072; D11 printed 2167-12-05
L4073; D11 == D200 FALSE
L4074; D121>D61 TRUE
L4075; D121 week_day_name=wednesday
L4076; D121-D74 = -2772
L4077;D543 added 8 months 1906-02-22
L4078;D543 added 0 years 1907-02-22
L4079; D543<D179 TRUE
L4080; D543 day=22
L4081; D543 week_day_name=friday
L4082; D543 month=2
L4083; D5 month=1
L4084; D5>=D246 FALSE
L4085; D5 week_day=6
L4086;D228 added -8 months 2209-10-26
L4087;D564 += -8 2173-01-31
L4088;D564 added 0 years 2174-01-31
L4089; D564 week_day=1
L4090; D564 month=1
L4091; D116 year=2381
L4092; D105 month=2
L4093;D487 added 0 years 2335-11-07
