L1;D set_k_time 1906167765
L11859; D275 month=4
L11860; D275 week_day=5
L11861; D275 days_this_month=30
L11862; D275 week_day_name=friday
L11863; D275 month_name=april
L11864; D275 mod_julian_day=214937
L11865; D276 printed 2004-02-02
L11866; D276 year=2004
L11867; D276 day=2
L11868; D276 month=2
L11869; D276 week_day=1
L11870; D276 days_this_month=29
L11871; D276 week_day_name=monday
L11872; D276 month_name=february
L11873; D276 mod_julian_day=53037
L11874; D277 printed 2028-07-22
L11875; D277 year=2028
L11876; D277 day=22
L11877; D277 month=7
L11878; D277 week_day=6
L11879; D277 days_this_month=31
L11880; D277 week_day_name=saturday
L11881; D277 month_name=july
L11882; D277 mod_julian_day=61974
L11883; D278 printed 1963-03-28
L11884; D278 year=1963
L11885; D278 day=28
L11886; D278 month=3
L11887; D278 week_day=3
L11888; D278 days_this_month=31
L11889; D278 week_day_name=wednesday
L11890; D278 month_name=march
L11891; D278 mod_julian_day=38129
L11892; D279 printed 2333-06-19
L11893; D279 year=2333
L11894; D279 day=19
L11895; D279 month=6
L11896; D279 week_day=1
L11897; D279 days_this_month=30
L11898; D279 week_day_name=monday
L11899; D279 month_name=june
L11900; D279 mod_julian_day=173339
L11901; D280 printed 2128-09-05
L11902; D280 year=2128
L11903; D280 day=5
L11904; D280 month=9
L11905; D280 week_day=7
L11906; D280 days_this_month=30
L11907; D280 week_day_name=sunday
L11908; D280 month_name=september
L11909; D280 mod_julian_day=98543
L11910; D281 printed 2367-05-17
L11911; D281 year=2367
L11912; D281 day=17
L11913; D281 month=5
L11914; D281 week_day=3
L11915; D281 days_this_month=31
L11916; D281 week_day_name=wednesday
L11917; D281 month_name=may
L11918; D281 mod_julian_day=185724
L11919; D282 printed 2266-10-27
L11920; D282 year=2266
L11921; D282 day=27
L11922; D282 month=10
L11923; D282 week_day=6
L11924; D282 days_this_month=31
L11925; D282 week_day_name=saturday
L11926; D282 month_name=october
L11927; D282 mod_julian_day=148998
L11928; D283 printed 2414-08-01
L11929; D283 year=2414
L11930; D283 day=1
L11931; D283 month=8
L11932; D283 week_day=5
L11933; D283 days_this_month=31
L11934; D283 week_day_name=friday
L11935; D283 month_name=august
L11936; D283 mod_julian_day=202967
L11937; D284 printed 2001-01-14
L11938; D284 year=2001
L11939; D284 day=14
L11940; D284 month=1
L11941; D284 week_day=7
L11942; D284 days_this_month=31
L11943; D284 week_day_name=sunday
L11944; D284 month_name=january
L11945; D284 mod_julian_day=51923
L11946; D285 printed 1998-04-05
L11947; D285 year=1998
L11948; D285 day=5
L11949; D285 month=4
L11950; D285 week_day=7
L11951; D285 days_this_month=30
L11952; D285 week_day_name=sunday
L11953; D285 month_name=april
L11954; D285 mod_julian_day=50908
L11955; D286 printed 2101-05-28
L11956; D286 year=2101
L11957; D286 day=28
L11958; D286 month=5
L11959; D286 week_day=6
L11960; D286 days_this_month=31
L11961; D286 week_day_name=saturday
L11962; D286 month_name=may
L11963; D286 mod_julian_day=88595
L11964; D287 printed 2202-02-22
L11965; D287 year=2202
L11966; D287 day=22
L11967; D287 month=2
L11968; D287 week_day=2
L11969; D287 days_this_month=28
L11970; D287 week_day_name=tuesday
L11971; D287 month_name=february
L11972; D287 mod_julian_day=125390
L11973; D288 printed 2311-01-08
L11974; D288 year=2311
L11975; D288 day=8
L11976; D288 month=1
L11977; D288 week_day=7
L11978; D288 days_this_month=31
L11979; D288 week_day_name=sunday
L11980; D288 month_name=january
L11981; D288 mod_julian_day=165141
L11982; D289 printed 2400-10-23
L11983; D289 year=2400
L11984; D289 day=23
L11985; D289 month=10
L11986; D289 week_day=1
L11987; D289 days_this_month=31
L11988; D289 week_day_name=monday
L11989; D289 month_name=october
L11990; D289 mod_julian_day=197937
L11991; D290 printed 2396-02-18
L11992; D290 year=2396
L11993; D290 day=18
L11994; D290 month=2
L11995; D290 week_day=7
L11996; D290 days_this_month=29
L11997; D290 week_day_name=sunday
L11998; D290 month_name=february
L11999; D290 mod_julian_day=196228
L12000; D291 printed 2511-04-28
L12001; D291 year=2511
L12002; D291 day=28
L12003; D291 month=4
L12004; D291 week_day=2
L12005; D291 days_this_month=30
L12006; D291 week_day_name=tuesday
L12007; D291 month_name=april
L12008; D291 mod_julian_day=238300
L12009; D292 printed 1980-07-08
L12010; D292 year=1980
L12011; D292 day=8
L12012; D292 month=7
L12013; D292 week_day=2
L12014; D292 days_this_month=31
L12015; D292 week_day_name=tuesday
L12016; D292 month_name=july
L12017; D292 mod_julian_day=44428
L12018; D293 printed 2037-11-28
L12019; D293 year=2037
L12020; D293 day=28
L12021; D293 month=11
L12022; D293 week_day=6
L12023; D293 days_this_month=30
L12024; D293 week_day_name=saturday
L12025; D293 month_name=november
L12026; D293 mod_julian_day=65390
L12027; D294 printed 2004-06-01
L12028; D294 year=2004
L12029; D294 day=1
L12030; D294 month=6
L12031; D294 week_day=2
L12032; D294 days_this_month=30
L12033; D294 week_day_name=tuesday
L12034; D294 month_name=june
L12035; D294 mod_julian_day=53157
L12036; D295 printed 1958-04-15
L12037; D295 year=1958
L12038; D295 day=15
L12039; D295 month=4
L12040; D295 week_day=2
L12041; D295 days_this_month=30
L12042; D295 week_day_name=tuesday
L12043; D295 month_name=april
L12044; D295 mod_julian_day=36308
L12045; D296 printed 1997-01-26
L12046; D296 year=1997
L12047; D296 day=26
L12048; D296 month=1
L12049; D296 week_day=6
L12050; D296 days_this_month=31
L12051; D296 week_day_name=saturday
L12052; D296 month_name=january
L12053; D296 mod_julian_day=50487
L12054; D297 printed 2008-02-16
L12055; D297 year=2008
L12056; D297 day=16
L12057; D297 month=2
L12058; D297 week_day=5
L12059; D297 days_this_month=29
L12060; D297 week_day_name=friday
L12061; D297 month_name=february
L12062; D297 mod_julian_day=54525
L12063; D298 printed 1995-08-11
L12064; D298 year=1995
L12065; D298 day=11
L12066; D298 month=8
L12067; D298 week_day=4
L12068; D298 days_this_month=31
L12069; D298 week_day_name=thursday
L12070; D298 month_name=august
L12071; D298 mod_julian_day=49953
L12072; D299 printed 2030-02-22
L12073; D299 year=2030
L12074; D299 day=22
L12075; D299 month=2
L12076; D299 week_day=4
L12077; D299 days_this_month=28
L12078; D299 week_day_name=thursday
L12079; D299 month_name=february
L12080; D299 mod_julian_day=62567
L12081; D300 printed 2212-10-25
L12082; D300 year=2212
L12083; D300 day=25
L12084; D300 month=10
L12085; D300 week_day=1
L12086; D300 days_this_month=31
L12087; D300 week_day_name=monday
L12088; D300 month_name=october
L12089; D300 mod_julian_day=129288
L12090; D301 printed 2263-08-23
L12091; D301 year=2263
L12092; D301 day=23
L12093; D301 month=8
L12094; D301 week_day=7
L12095; D301 days_this_month=31
L12096; D301 week_day_name=sunday
L12097; D301 month_name=august
L12098; D301 mod_julian_day=147837
L12099; D302 printed 2035-01-23
L12100; D302 year=2035
L12101; D302 day=23
L12102; D302 month=1
L12103; D302 week_day=1
L12104; D302 days_this_month=31
L12105; D302 week_day_name=monday
L12106; D302 month_name=january
L12107; D302 mod_julian_day=64363
L12108; D303 printed 2034-10-10
L12109; D303 year=2034
L12110; D303 day=10
L12111; D303 month=10
L12112; D303 week_day=1
L12113; D303 days_this_month=31
L12114; D303 week_day_name=monday
L12115; D303 month_name=october
L12116; D303 mod_julian_day=64258
L12117; D304 printed 1983-06-08
L12118; D304 year=1983
L12119; D304 day=8
L12120; D304 month=6
L12121; D304 week_day=3
L12122; D304 days_this_month=30
L12123; D304 week_day_name=wednesday
L12124; D304 month_name=june
L12125; D304 mod_julian_day=45493
L12126; D305 printed 2135-08-06
L12127; D305 year=2135
L12128; D305 day=6
L12129; D305 month=8
L12130; D305 week_day=6
L12131; D305 days_this_month=31
L12132; D305 week_day_name=saturday
L12133; D305 month_name=august
L12134; D305 mod_julian_day=101069
L12135; D306 printed 1986-01-24
L12136; D306 year=1986
L12137; D306 day=24
L12138; D306 month=1
L12139; D306 week_day=5
L12140; D306 days_this_month=31
L12141; D306 week_day_name=friday
L12142; D306 month_name=january
L12143; D306 mod_julian_day=46454
L12144; D307 printed 1994-06-14
L12145; D307 year=1994
L12146; D307 day=14
L12147; D307 month=6
L12148; D307 week_day=1
L12149; D307 days_this_month=30
L12150; D307 week_day_name=monday
L12151; D307 month_name=june
L12152; D307 mod_julian_day=49530
L12153; D308 printed 2480-05-06
L12154; D308 year=2480
L12155; D308 day=6
L12156; D308 month=5
L12157; D308 week_day=1
L12158; D308 days_this_month=31
L12159; D308 week_day_name=monday
L12160; D308 month_name=may
L12161; D308 mod_julian_day=226987
L12162; D309 printed 2008-12-21
L12163; D309 year=2008
L12164; D309 day=21
L12165; D309 month=12
L12166; D309 week_day=6
L12167; D309 days_this_month=31
L12168; D309 week_day_name=saturday
L12169; D309 month_name=december
L12170; D309 mod_julian_day=54834
L12171; D310 printed 2024-04-26
L12172; D310 year=2024
L12173; D310 day=26
L12174; D310 month=4
L12175; D310 week_day=5
L12176; D310 days_this_month=30
L12177; D310 week_day_name=friday
L12178; D310 month_name=april
L12179; D310 mod_julian_day=60426
L12180; D311 printed 2005-03-08
L12181; D311 year=2005
L12182; D311 day=8
L12183; D311 month=3
L12184; D311 week_day=2
L12185; D311 days_this_month=31
L12186; D311 week_day_name=tuesday
L12187; D311 month_name=march
L12188; D311 mod_julian_day=53437
L12189; D312 printed 1999-02-07
L12190; D312 year=1999
L12191; D312 day=7
L12192; D312 month=2
L12193; D312 week_day=6
L12194; D312 days_this_month=28
L12195; D312 week_day_name=saturday
L12196; D312 month_name=february
L12197; D312 mod_julian_day=51229
L12198; D313 printed 1979-05-17
L12199; D313 year=1979
L12200; D313 day=17
L12201; D313 month=5
L12202; D313 week_day=4
L12203; D313 days_this_month=31
L12204; D313 week_day_name=thursday
L12205; D313 month_name=may
L12206; D313 mod_julian_day=44010
L12207; D314 printed 1989-07-18
L12208; D314 year=1989
L12209; D314 day=18
L12210; D314 month=7
L12211; D314 week_day=2
L12212; D314 days_this_month=31
L12213; D314 week_day_name=tuesday
L12214; D314 month_name=july
L12215; D314 mod_julian_day=47725
L12216; D315 printed 2018-05-13
L12217; D315 year=2018
L12218; D315 day=13
L12219; D315 month=5
L12220; D315 week_day=6
L12221; D315 days_this_month=31
L12222; D315 week_day_name=saturday
L12223; D315 month_name=may
L12224; D315 mod_julian_day=58264
L12225; D316 printed 2170-03-20
L12226; D316 year=2170
L12227; D316 day=20
L12228; D316 month=3
L12229; D316 week_day=2
L12230; D316 days_this_month=31
L12231; D316 week_day_name=tuesday
L12232; D316 month_name=march
L12233; D316 mod_julian_day=113714
L12234; D317 printed 2136-02-17
L12235; D317 year=2136
L12236; D317 day=17
L12237; D317 month=2
L12238; D317 week_day=5
L12239; D317 days_this_month=29
L12240; D317 week_day_name=friday
L12241; D317 month_name=february
L12242; D317 mod_julian_day=101278
L12243; D318 printed 2054-07-21
L12244; D318 year=2054
L12245; D318 day=21
L12246; D318 month=7
L12247; D318 week_day=2
L12248; D318 days_this_month=31
L12249; D318 week_day_name=tuesday
L12250; D318 month_name=july
L12251; D318 mod_julian_day=71469
L12252; D319 printed 1950-03-03
L12253; D319 year=1950
L12254; D319 day=3
L12255; D319 month=3
L12256; D319 week_day=4
L12257; D319 days_this_month=31
L12258; D319 week_day_name=thursday
L12259; D319 month_name=march
L12260; D319 mod_julian_day=33356
L12261; D320 printed 2161-07-17
L12262; D320 year=2161
L12263; D320 day=17
L12264; D320 month=7
L12265; D320 week_day=5
L12266; D320 days_this_month=31
L12267; D320 week_day_name=friday
L12268; D320 month_name=july
L12269; D320 mod_julian_day=110560
L12270; D321 printed 2159-09-29
L12271; D321 year=2159
L12272; D321 day=29
L12273; D321 month=9
L12274; D321 week_day=6
L12275; D321 days_this_month=30
L12276; D321 week_day_name=saturday
L12277; D321 month_name=september
L12278; D321 mod_julian_day=109903
L12279; D322 printed 2185-10-25
L12280; D322 year=2185
L12281; D322 day=25
L12282; D322 month=10
L12283; D322 week_day=2
L12284; D322 days_this_month=31
L12285; D322 week_day_name=tuesday
L12286; D322 month_name=october
L12287; D322 mod_julian_day=119412
L12288; D323 printed 2483-10-13
L12289; D323 year=2483
L12290; D323 day=13
L12291; D323 month=10
L12292; D323 week_day=5
L12293; D323 days_this_month=31
L12294; D323 week_day_name=friday
L12295; D323 month_name=october
L12296; D323 mod_julian_day=228258
L12297; D324 printed 2048-08-01
L12298; D324 year=2048
L12299; D324 day=1
L12300; D324 month=8
L12301; D324 week_day=6
L12302; D324 days_this_month=31
L12303; D324 week_day_name=saturday
L12304; D324 month_name=august
L12305; D324 mod_julian_day=69289
L12306; D325 printed 2186-06-19
L12307; D325 year=2186
L12308; D325 day=19
L12309; D325 month=6
L12310; D325 week_day=1
L12311; D325 days_this_month=30
L12312; D325 week_day_name=monday
L12313; D325 month_name=june
L12314; D325 mod_julian_day=119663
L12315; D326 printed 2004-11-28
L12316; D326 year=2004
L12317; D326 day=28
L12318; D326 month=11
L12319; D326 week_day=7
L12320; D326 days_this_month=30
L12321; D326 week_day_name=sunday
L12322; D326 month_name=november
L12323; D326 mod_julian_day=53337
L12324; D327 printed 2018-08-26
L12325; D327 year=2018
L12326; D327 day=26
L12327; D327 month=8
L12328; D327 week_day=6
L12329; D327 days_this_month=31
L12330; D327 week_day_name=saturday
L12331; D327 month_name=august
L12332; D327 mod_julian_day=58369
L12333; D328 printed 2327-09-01
L12334; D328 year=2327
L12335; D328 day=1
L12336; D328 month=9
L12337; D328 week_day=4
L12338; D328 days_this_month=30
L12339; D328 week_day_name=thursday
L12340; D328 month_name=september
L12341; D328 mod_julian_day=171221
L12342; D329 printed 2460-06-17
L12343; D329 year=2460
L12344; D329 day=17
L12345; D329 month=6
L12346; D329 week_day=6
L12347; D329 days_this_month=30
L12348; D329 week_day_name=saturday
L12349; D329 month_name=june
L12350; D329 mod_julian_day=219740
L12351; D330 printed 2458-08-06
L12352; D330 year=2458
L12353; D330 day=6
L12354; D330 month=8
L12355; D330 week_day=4
L12356; D330 days_this_month=31
L12357; D330 week_day_name=thursday
L12358; D330 month_name=august
L12359; D330 mod_julian_day=219059
L12360; D331 printed 2184-11-08
L12361; D331 year=2184
L12362; D331 day=8
L12363; D331 month=11
L12364; D331 week_day=1
L12365; D331 days_this_month=30
L12366; D331 week_day_name=monday
L12367; D331 month_name=november
L12368; D331 mod_julian_day=119075
L12369; D332 printed 2150-07-25
L12370; D332 year=2150
L12371; D332 day=25
L12372; D332 month=7
L12373; D332 week_day=6
L12374; D332 days_this_month=31
L12375; D332 week_day_name=saturday
L12376; D332 month_name=july
L12377; D332 mod_julian_day=106550
L12378; D333 printed 2137-10-22
L12379; D333 year=2137
L12380; D333 day=22
L12381; D333 month=10
L12382; D333 week_day=2
L12383; D333 days_this_month=31
L12384; D333 week_day_name=tuesday
L12385; D333 month_name=october
L12386; D333 mod_julian_day=101877
L12387; D334 printed 1975-05-12
L12388; D334 year=1975
L12389; D334 day=12
L12390; D334 month=5
L12391; D334 week_day=1
L12392; D334 days_this_month=31
L12393; D334 week_day_name=monday
L12394; D334 month_name=may
L12395; D334 mod_julian_day=42544
L12396; D335 printed 2010-07-09
L12397; D335 year=2010
L12398; D335 day=9
L12399; D335 month=7
L12400; D335 week_day=4
L12401; D335 days_this_month=31
L12402; D335 week_day_name=thursday
L12403; D335 month_name=july
L12404; D335 mod_julian_day=55399
L12405; D336 printed 1983-01-03
L12406; D336 year=1983
L12407; D336 day=3
L12408; D336 month=1
L12409; D336 week_day=1
L12410; D336 days_this_month=31
L12411; D336 week_day_name=monday
L12412; D336 month_name=january
L12413; D336 mod_julian_day=45337
L12414; D337 printed 1928-11-17
L12415; D337 year=1928
L12416; D337 day=17
L12417; D337 month=11
L12418; D337 week_day=5
L12419; D337 days_this_month=30
L12420; D337 week_day_name=friday
L12421; D337 month_name=november
L12422; D337 mod_julian_day=25580
L12423; D338 printed 1991-03-01
L12424; D338 year=1991
L12425; D338 day=1
L12426; D338 month=3
L12427; D338 week_day=5
L12428; D338 days_this_month=31
L12429; D338 week_day_name=friday
L12430; D338 month_name=march
L12431; D338 mod_julian_day=48316
L12432; D339 printed 2410-04-06
L12433; D339 year=2410
L12434; D339 day=6
L12435; D339 month=4
L12436; D339 week_day=2
L12437; D339 days_this_month=30
L12438; D339 week_day_name=tuesday
L12439; D339 month_name=april
L12440; D339 mod_julian_day=201389
L12441; D340 printed 2139-07-08
L12442; D340 year=2139
L12443; D340 day=8
L12444; D340 month=7
L12445; D340 week_day=3
L12446; D340 days_this_month=31
L12447; D340 week_day_name=wednesday
L12448; D340 month_name=july
L12449; D340 mod_julian_day=102515
L12450; D341 printed 2066-08-31
L12451; D341 year=2066
L12452; D341 day=31
L12453; D341 month=8
L12454; D341 week_day=2
L12455; D341 days_this_month=31
L12456; D341 week_day_name=tuesday
L12457; D341 month_name=august
L12458; D341 mod_julian_day=75893
L12459; D342 printed 2345-03-25
L12460; D342 year=2345
L12461; D342 day=25
L12462; D342 month=3
L12463; D342 week_day=2
L12464; D342 days_this_month=31
L12465; D342 week_day_name=tuesday
L12466; D342 month_name=march
L12467; D342 mod_julian_day=177652
L12468; D343 printed 1987-10-15
L12469; D343 year=1987
L12470; D343 day=15
L12471; D343 month=10
L12472; D343 week_day=3
L12473; D343 days_this_month=31
L12474; D343 week_day_name=wednesday
